job,currency
"Journalist, newspaper",SGD
Wellsite geologist,AFN
"Lecturer, higher education",GGP
Community education officer,BBD
Biomedical engineer,SZL
"Administrator, local government",KMF
Forensic scientist,DKK
Chief Marketing Officer,BOB
Orthoptist,GHS
Corporate treasurer,GMD
"Designer, television/film set",TZS
Electrical engineer,MYR
Communications engineer,AUD
Early years teacher,PHP
International aid/development worker,TOP
Hospital pharmacist,IRR
Investment analyst,CAD
Technical author,GEL
Mechanical engineer,ZAR
"Therapist, drama",ARS
Medical illustrator,BBD
Agricultural consultant,JEP
Academic librarian,MGA
Herbalist,MRO
"Sound technician, broadcasting/film/video",BBD
Sales executive,ANG
Chartered management accountant,ZMW
"Scientist, research (physical sciences)",IMP
"Nurse, adult",NZD
Proofreader,GYD
Multimedia programmer,TMT
Camera operator,RWF
"Engineer, automotive",NIO
"Engineer, maintenance",OMR
"Investment banker, operational",ARS
"Investment banker, operational",BND
Theatre director,SLL
Retail merchandiser,AMD
Production manager,JOD
Exercise physiologist,BRL
"Engineer, land",ZAR
Osteopath,SLL
Architect,GYD
Materials engineer,PKR
"Administrator, arts",GNF
"Programmer, systems",LYD
Office manager,HTG
"Research officer, trade union",KZT
"Designer, jewellery",STD
Building services engineer,ZMW
Site engineer,RWF
"Loss adjuster, chartered",PKR
Fisheries officer,AUD
"Psychologist, educational",HUF
"Engineer, broadcasting (operations)",CLP
Animator,NAD
Mental health nurse,LYD
"Engineer, biomedical",ETB
"Designer, interior/spatial",INR
"Scientist, water quality",ILS
Computer games developer,IRR
Local government officer,BAM
Pathologist,PEN
Health visitor,EUR
"Surveyor, mining",PEN
Field trials officer,XDR
Patent attorney,UYU
"Administrator, charities/voluntary organisations",JMD
Television floor manager,ETB
Chartered accountant,CAD
Pensions consultant,IDR
Building surveyor,TJS
Minerals surveyor,AZN
Accommodation manager,MRO
Musician,CLP
Electrical engineer,CLP
"Psychologist, forensic",LKR
Nature conservation officer,MOP
"Teacher, early years/pre",UZS
"Accountant, chartered certified",SRD
"Accountant, chartered certified",LBP
Technical author,ALL
"Embryologist, clinical",ALL
Careers information officer,SDG
Chemical engineer,SOS
Comptroller,EUR
Psychotherapist,EGP
Retail merchandiser,PEN
Theatre manager,CZK
Occupational psychologist,KZT
"Engineer, manufacturing",ANG
Educational psychologist,BWP
Clothing/textile technologist,AOA
Patent examiner,ANG
Museum education officer,PGK
Theatre stage manager,TTD
Materials engineer,ALL
Tour manager,MMK
Magazine journalist,FKP
Trading standards officer,GIP
Data processing manager,BTN
Microbiologist,MYR
"Biochemist, clinical",TOP
"Designer, interior/spatial",LKR
Economist,RUB
Media buyer,LBP
Intelligence analyst,SLL
Museum/gallery exhibitions officer,MXN
Radio broadcast assistant,TWD
"Physicist, medical",BWP
Barista,KPW
Education administrator,CDF
Applications developer,HUF
"Designer, fashion/clothing",GNF
Geophysicist/field seismologist,KGS
Accommodation manager,PLN
Biomedical engineer,GTQ
Publishing copy,BYR
Visual merchandiser,SRD
Mudlogger,BWP
"Designer, graphic",YER
"Sound technician, broadcasting/film/video",KHR
Maintenance engineer,MAD
Copy,ZMW
"Programme researcher, broadcasting/film/video",JPY
Financial adviser,SGD
Sports administrator,MOP
Chartered management accountant,NPR
Veterinary surgeon,GTQ
Contractor,ARS
Retail manager,SPL
"Sound technician, broadcasting/film/video",NGN
"Engineer, communications",XCD
Structural engineer,COP
Dancer,GMD
Hydrogeologist,MMK
Public relations account executive,ISK
Building surveyor,MVR
Haematologist,JMD
Pharmacologist,BWP
"Psychologist, educational",YER
Environmental consultant,MUR
Counsellor,NAD
Exercise physiologist,AFN
"Engineer, structural",LSL
"Surveyor, mining",KHR
"Geologist, engineering",CUC
Psychotherapist,ALL
Marine scientist,CRC
Magazine journalist,WST
Geographical information systems officer,NGN
Careers adviser,LKR
"Development worker, international aid",CDF
Media planner,NOK
Call centre manager,JPY
Medical sales representative,GBP
Office manager,MRO
Statistician,JOD
Sports administrator,MRO
Media planner,LKR
IT technical support officer,BHD
Legal secretary,MAD
Police officer,DKK
Economist,CRC
Operational investment banker,UYU
Film/video editor,ILS
Air traffic controller,GBP
Biomedical engineer,NAD
Media planner,UAH
Production engineer,TJS
Manufacturing engineer,TJS
"Conservator, furniture",TND
"Clinical scientist, histocompatibility and immunogenetics",NOK
Applications developer,COP
Child psychotherapist,AWG
"Scientist, research (physical sciences)",UYU
"Buyer, industrial",RON
"Nurse, children's",TND
"Restaurant manager, fast food",BAM
"Psychotherapist, dance movement",KES
Medical sales representative,LYD
Meteorologist,MRO
Adult nurse,CRC
"Programme researcher, broadcasting/film/video",TOP
Chartered loss adjuster,BDT
"Journalist, magazine",TMT
"Surveyor, insurance",FKP
Senior tax professional/tax inspector,XCD
Volunteer coordinator,BDT
Field seismologist,CZK
Armed forces training and education officer,SLL
Air traffic controller,VEF
Ambulance person,BND
IT technical support officer,SOS
Metallurgist,JPY
Music tutor,PEN
Animal technologist,TRY
Air cabin crew,CRC
"Civil engineer, consulting",FKP
Accommodation manager,MWK
Materials engineer,PEN
Ergonomist,EUR
"Restaurant manager, fast food",LAK
Race relations officer,BYR
"Psychologist, sport and exercise",RUB
Medical physicist,BND
Community education officer,GYD
Landscape architect,MUR
Politician's assistant,FKP
Medical sales representative,NIO
Insurance risk surveyor,FKP
Hotel manager,RON
"Journalist, newspaper",CUP
Building surveyor,MGA
Brewing technologist,MMK
"Surveyor, insurance",HNL
Chartered management accountant,GTQ
Primary school teacher,CDF
Merchant navy officer,PAB
"Teacher, music",MMK
Health and safety inspector,MKD
Early years teacher,BYR
"Therapist, sports",GGP
Chief Operating Officer,KRW
"Engineer, control and instrumentation",ALL
Health visitor,DOP
"Therapist, music",BOB
Amenity horticulturist,LTL
"Radiographer, diagnostic",NOK
Product/process development scientist,AUD
Electronics engineer,AOA
"Scientist, forensic",KWD
Health and safety inspector,KHR
Archivist,KES
Press photographer,IMP
Forest/woodland manager,TMT
Art gallery manager,MZN
Amenity horticulturist,TMT
Television floor manager,DKK
Tour manager,TND
Medical illustrator,BGN
"Loss adjuster, chartered",IMP
"Therapist, nutritional",TJS
Manufacturing systems engineer,LSL
Lawyer,NPR
Drilling engineer,CHF
Magazine features editor,GMD
Newspaper journalist,KGS
Site engineer,AZN
Secondary school teacher,MWK
"Secretary, company",GNF
Textile designer,JEP
Translator,BZD
"Conservation officer, historic buildings",TRY
Youth worker,DJF
Volunteer coordinator,XCD
Toxicologist,TJS
Academic librarian,MUR
Clinical biochemist,DKK
Claims inspector/assessor,ISK
Theme park manager,KPW
"Administrator, sports",BGN
Government social research officer,JEP
Water quality scientist,HNL
"Engineer, manufacturing",GMD
Theme park manager,YER
Higher education careers adviser,MDL
Armed forces operational officer,ZMW
Equality and diversity officer,TRY
Legal secretary,WST
"Journalist, broadcasting",THB
Geophysicist/field seismologist,MXN
Art therapist,CAD
Interpreter,MKD
Hospital doctor,SYP
Industrial/product designer,EUR
"Social research officer, government",XPF
Professor Emeritus,SGD
IT technical support officer,ZMW
Field trials officer,XDR
Product/process development scientist,FKP
Petroleum engineer,GTQ
"Social research officer, government",BRL
Publishing rights manager,PGK
"Physicist, medical",PEN
"Restaurant manager, fast food",KES
"Surveyor, commercial/residential",COP
"Programme researcher, broadcasting/film/video",TJS
Metallurgist,FJD
"Conservator, museum/gallery",RUB
"Solicitor, Scotland",YER
"Administrator, Civil Service",AED
Marine scientist,BRL
Hydrogeologist,UYU
Aid worker,KES
Fine artist,JPY
Immigration officer,PGK
"Lecturer, higher education",TWD
"Engineer, manufacturing",WST
"Engineer, civil (contracting)",STD
"Administrator, sports",LSL
Lobbyist,TZS
Horticultural therapist,EGP
Higher education careers adviser,CHF
Cabin crew,CAD
Professor Emeritus,PGK
"Development worker, community",ANG
Bookseller,RUB
Geographical information systems officer,UGX
"Horticulturist, commercial",BTN
Proofreader,ZWD
Barrister,HTG
Aeronautical engineer,XOF
"Librarian, public",EGP
Exercise physiologist,MDL
"Civil engineer, contracting",GNF
Musician,BBD
Environmental education officer,MVR
"Scientist, physiological",HUF
Air cabin crew,ZAR
Wellsite geologist,GIP
"Engineer, biomedical",TND
English as a foreign language teacher,USD
Government social research officer,MYR
Management consultant,BTN
Special educational needs teacher,GTQ
Equities trader,JEP
Product designer,SCR
Patent examiner,CUP
Mining engineer,MRO
"Designer, interior/spatial",QAR
"Development worker, international aid",QAR
Chief Executive Officer,NPR
"Administrator, arts",PYG
"Designer, graphic",MDL
"Administrator, sports",MOP
Veterinary surgeon,ERN
Energy engineer,CAD
Field seismologist,PYG
Control and instrumentation engineer,NGN
Acupuncturist,GGP
"Development worker, community",MGA
"Engineer, biomedical",IRR
Private music teacher,KRW
Consulting civil engineer,BTN
Visual merchandiser,AFN
Fish farm manager,NAD
"Pharmacist, community",CUP
"Lecturer, higher education",CRC
Adult nurse,PGK
Legal executive,IMP
"Production assistant, television",SPL
Contractor,GYD
"Buyer, retail",BBD
Retail merchandiser,AWG
"Lecturer, higher education",BBD
Energy engineer,XPF
Neurosurgeon,GNF
Clothing/textile technologist,RWF
Higher education lecturer,KZT
Automotive engineer,ANG
"Psychologist, forensic",SCR
"Physicist, medical",LKR
Architectural technologist,SGD
"Scientist, physiological",BOB
Production engineer,SBD
Technical sales engineer,EUR
Clinical embryologist,NGN
Insurance claims handler,PYG
Seismic interpreter,NOK
"Engineer, electrical",TZS
"Teacher, secondary school",LSL
"Psychotherapist, child",ZAR
Chartered certified accountant,ALL
Haematologist,KRW
"Engineer, agricultural",XCD
Architect,LBP
Immigration officer,GBP
Fisheries officer,ZMW
Clinical research associate,UYU
Careers adviser,LSL
Architect,HKD
Retail buyer,WST
Forensic scientist,LAK
Print production planner,HKD
Health visitor,LRD
Product manager,MYR
Chartered legal executive (England and Wales),AFN
"Surveyor, rural practice",TWD
"Editor, magazine features",SDG
Ecologist,BWP
Network engineer,BSD
Secretary/administrator,MKD
Media buyer,KYD
Lexicographer,ZMW
"Psychotherapist, dance movement",TOP
Make,BTN
Advertising copywriter,MAD
"Administrator, local government",TZS
"Buyer, retail",ANG
"Conservation officer, nature",LRD
"Journalist, broadcasting",IMP
Surgeon,KMF
Public affairs consultant,KZT
"Engineer, automotive",AOA
Counsellor,BZD
Sales executive,AZN
Osteopath,GEL
Patent attorney,PGK
"Psychologist, sport and exercise",SZL
"Engineer, building services",ZMW
Garment/textile technologist,TOP
"Therapist, horticultural",MGA
"Scientist, biomedical",AUD
Herbalist,TND
Records manager,SYP
Naval architect,SHP
"Education officer, environmental",MGA
Site engineer,GTQ
Community arts worker,AMD
Minerals surveyor,KMF
Air cabin crew,ISK
Sport and exercise psychologist,BDT
"Designer, exhibition/display",UAH
"Engineer, water",SBD
Medical laboratory scientific officer,LBP
"Civil engineer, contracting",THB
Charity officer,SDG
Community arts worker,TVD
Company secretary,NOK
"Administrator, arts",DZD
Engineering geologist,SDG
Horticultural therapist,JPY
Soil scientist,VND
Astronomer,MRO
Clothing/textile technologist,GIP
Ergonomist,LAK
Ranger/warden,HUF
Chief Technology Officer,UGX
Equality and diversity officer,FKP
Community pharmacist,LTL
Visual merchandiser,MZN
Television floor manager,MKD
Farm manager,BBD
Financial adviser,HKD
Higher education lecturer,JEP
Photographer,FJD
Tourism officer,NIO
"Psychologist, forensic",GMD
"Engineer, control and instrumentation",ERN
Investment analyst,BBD
Medical secretary,BTN
Artist,BBD
"Geologist, engineering",SHP
Analytical chemist,UAH
Dance movement psychotherapist,AUD
Acupuncturist,KGS
"Nurse, children's",PLN
Clinical psychologist,LBP
Immunologist,ILS
Quarry manager,LRD
Optometrist,NZD
"Biochemist, clinical",CDF
"Nurse, adult",PYG
"Therapist, sports",AED
Barrister,LAK
"Pilot, airline",PKR
Heritage manager,MXN
Industrial/product designer,LRD
"Therapist, horticultural",ZMW
Rural practice surveyor,UAH
"Buyer, industrial",XAF
Clinical embryologist,MGA
Firefighter,RON
Recycling officer,SVC
Comptroller,BIF
"Scientist, physiological",FKP
Public affairs consultant,INR
Heritage manager,BTN
Film/video editor,HNL
Physiotherapist,TOP
Contracting civil engineer,SYP
Quarry manager,ETB
"Pharmacist, community",EGP
Dietitian,CRC
Museum/gallery exhibitions officer,DOP
Leisure centre manager,ALL
Theme park manager,AUD
Charity fundraiser,BOB
Electronics engineer,LAK
Administrator,JMD
Conference centre manager,UGX
Cartographer,MGA
"Scientist, research (maths)",BGN
Psychotherapist,PKR
Toxicologist,SRD
Public relations officer,CVE
Theatre manager,UZS
Legal executive,TVD
"Buyer, retail",INR
Osteopath,LAK
Police officer,GEL
"Lecturer, higher education",GBP
Building control surveyor,LSL
Osteopath,MXN
Production engineer,ARS
"Engineer, electrical",ERN
Psychotherapist,GBP
Publishing copy,TTD
Broadcast journalist,GHS
Retail buyer,MWK
"Scientist, product/process development",CAD
Lexicographer,LAK
Field trials officer,PKR
Industrial buyer,XDR
Lawyer,CUP
Tour manager,UAH
"Secretary, company",BIF
Amenity horticulturist,SLL
Broadcast engineer,SOS
Pension scheme manager,AZN
Insurance underwriter,UYU
Occupational therapist,GHS
Occupational psychologist,HUF
Telecommunications researcher,LBP
Cytogeneticist,AFN
Manufacturing systems engineer,LSL
Best boy,LSL
Financial adviser,HUF
Printmaker,INR
Public house manager,MNT
Management consultant,RON
Public relations account executive,XOF
Barista,IMP
Medical sales representative,ZAR
Pathologist,XDR
Chartered management accountant,MNT
Pathologist,SPL
"Psychologist, clinical",PKR
"Doctor, hospital",ETB
Press sub,PHP
Occupational psychologist,BZD
Tax adviser,CUP
Amenity horticulturist,SGD
Mudlogger,KWD
Translator,CLP
Ecologist,TWD
Patent examiner,BGN
Broadcast presenter,RON
Community pharmacist,GGP
Futures trader,VUV
Multimedia programmer,GTQ
Youth worker,TND
"Journalist, broadcasting",HTG
"Psychologist, forensic",UAH
Tree surgeon,IQD
Housing manager/officer,DKK
Make,BWP
"Education officer, environmental",TWD
Product/process development scientist,LAK
Telecommunications researcher,UZS
Warden/ranger,AFN
Social researcher,LTL
"Producer, radio",JPY
Agricultural engineer,NGN
"Therapist, music",SGD
Hospital doctor,DOP
"Nurse, mental health",JMD
"Engineer, chemical",SOS
Games developer,UZS
Marketing executive,TTD
Health promotion specialist,SDG
"Engineer, control and instrumentation",GGP
Operations geologist,INR
"Editor, magazine features",LYD
"Presenter, broadcasting",SHP
Colour technologist,NIO
Dentist,BWP
Psychiatric nurse,AZN
"Merchandiser, retail",MNT
Museum/gallery curator,MRO
Newspaper journalist,MDL
Nature conservation officer,TZS
"Scientist, forensic",TTD
"Engineer, water",HNL
Network engineer,AOA
Petroleum engineer,NAD
"Solicitor, Scotland",UGX
Advertising account executive,DOP
Wellsite geologist,COP
Radio broadcast assistant,BYR
Building surveyor,KES
Pathologist,KMF
Psychotherapist,DOP
"Teacher, primary school",EUR
Paramedic,AUD
Environmental consultant,LRD
"Editor, commissioning",YER
Research scientist (maths),JOD
Airline pilot,TTD
"Biochemist, clinical",GYD
Insurance broker,MVR
Geophysical data processor,BDT
Science writer,UGX
